t_DVL,WX,WY,WZ,BX,BY,BZ,t_imu,AccX,AccY,AccZ,GyrX,GyrY,GyrZ,MagX,MagY,MagZ,t_filter,PN,PE,Sample period (seconds),Time Since Start of Day (seconds),No of GPS Satellites Available,Latitude (degrees),Longitude (degrees),Velocity (km/hr),Indicated Vehicle Speed (km/hr),Wheel Speed Front Left (rad/sec),Wheel Speed Front Right (rad/sec),Wheel Speed Rear Left (rad/sec),Wheel Speed Rear Right (rad/sec),Steering Angle (degrees),Yaw Rate (deg/sec),Indicated Longitudinal Acceleration (g),Indicated Lateral Acceleration (g),Heading (degrees)
2017/08/23/12:34:03.136761,-0.334,0.376,-0.025,-0.28,0.377,-0.102,2017/08/23/12:34:03.134651,-0.33734876,-9.89294852,-0.61193496,0.045378561,0.023387412,-0.018849556,0.3869,0.3118,-0.004,2017/08/23/12:34:03.126563,27.79585059,82.47240385,0.203288,736.3247843701911,10,0.0002496932320337765,0.0007408588200682717,1.8105244323123622,1.8105244323123622,0.5029234534201006,0.5029234534201006,0.5029234534201006,0.5029234534201006,0.0,-1.080000004495498,-0.03438825280326198,-0.06237869113149847,268.52274535639356
2017/08/23/12:34:03.345233,-0.429,0.372,-0.042,-0.279,0.432,-0.094,2017/08/23/12:34:03.345739,-0.16475172,-9.82234064,-0.58055368,0.055152404,0.015707963,-0.070860368,0.3904,0.3179,-0.0121,2017/08/23/12:34:03.358619,27.79789398,82.36555482,0.211088,736.5358723701911,10,0.0002497115880344952,0.0007398989832914122,2.0441692689207516,2.0441692689207516,0.5678247969224309,0.5678247969224309,0.5678247969224309,0.5678247969224309,0.0,-4.060000021143875,-0.016794262996941894,-0.05917978389398572,271.0955958427705
2017/08/23/12:34:03.560204,-0.239,0.431,-0.029,-0.278,0.462,-0.083,2017/08/23/12:34:03.557689,-0.20397832,-9.83803128,-0.5099458,0.06562438,0.01012291,-0.053058009,0.3884,0.3251,-0.0219,2017/08/23/12:34:03.554606,27.80748841,82.26043791,0.21195,736.7478223701911,10,0.00024979777587136185,0.0007389547063420768,1.7741901589175835,1.7741901589175835,0.49283059969932874,0.49283059969932874,0.49283059969932874,0.49283059969932874,0.0,-3.0399999850671375,-0.02079289704383282,-0.051982242609582056,275.21515873888217
2017/08/23/12:34:03.805185,-0.315,0.475,-0.068,-0.277,0.487,-0.072,2017/08/23/12:34:03.808983,-0.06276256,-9.9243298,-0.37657536,0.068765973,0.011868239,-0.027925268,0.3813,0.325,-0.0197,2017/08/23/12:34:03.798466,27.82001861,82.13546558,0.251294,736.9991163701911,10,0.00024991033605821055,0.0007378320659360403,2.051842099187947,2.051842099187947,0.5699561386633185,0.5699561386633185,0.5699561386633185,0.5699561386633185,0.0,-1.5999999981717334,-0.006397814475025483,-0.03838688685015291,275.7255574051395
2017/08/23/12:34:04.019223,-0.325,0.394,-0.065,-0.25,0.482,-0.047,2017/08/23/12:34:04.020339,0.00784532,-10.01062832,-0.30596748,0.064926248,0.010471976,-0.017802358,0.3779,0.3257,-0.0232,2017/08/23/12:34:04.002442,27.83869962,82.02344158,0.211356,737.2104723701912,10,0.00025007814965864175,0.0007368257418253683,1.8386839206345391,1.8386839206345391,0.5107455335095942,0.5107455335095942,0.5107455335095942,0.5107455335095942,0.0,-1.0199999787809573,0.0007997268093781854,-0.031189345565749236,279.4674693524031
2017/08/23/12:34:04.228168,-0.309,0.449,-0.017,-0.255,0.462,-0.015,2017/08/23/12:34:04.231538,-0.13337044,-9.99493768,-0.25105024,0.057595865,0.008028515,-0.010821041,0.376,0.3266,-0.0259,2017/08/23/12:34:04.238420,27.8610052,81.89716099,0.211199,737.4216713701911,10,0.00025027852317642833,0.0007356913491735538,1.9621882478498336,1.9621882478498336,0.5450522910693982,0.5450522910693982,0.5450522910693982,0.5450522910693982,0.0,-0.6199999792380239,-0.013595355759429153,-0.025591257900101933,280.0171186583443
2017/08/23/12:34:04.436236,-0.232,0.45,-0.066,-0.245,0.431,0.02,2017/08/23/12:34:04.434830,-0.13337044,-9.94002044,-0.14906108,0.048869219,0.003141593,0.000349066,0.3735,0.3254,-0.028,2017/08/23/12:34:04.434474,27.88056881,81.792443,0.203292,737.6249633701912,10,0.00025045426527128996,0.0007347506557671577,1.8226242179889964,1.8226242179889964,0.5062845049969434,0.5062845049969434,0.5062845049969434,0.5062845049969434,0.0,0.020000008571513593,-0.013595355759429153,-0.015194809378185525,280.58211587525466
2017/08/23/12:34:04.643997,-0.238,0.288,-0.009,-0.222,0.396,0.054,2017/08/23/12:34:04.646218,-0.2353596,-9.94002044,-0.0784532,0.040142573,0.000349066,0.011519173,0.3739,0.3247,-0.029,2017/08/23/12:34:04.638427,27.89717364,81.69538796,0.211388,737.8363513701912,10,0.0002506034283147682,0.0007338787994969457,1.3450131895264075,1.3450131895264075,0.3736147748684465,0.3736147748684465,0.3736147748684465,0.3736147748684465,0.0,0.6599999963810511,-0.023991804281345563,-0.007997268093781856,279.7085508865888
2017/08/23/12:34:04.881903,-0.293,0.177,-0.014,-0.218,0.355,0.084,2017/08/23/12:34:04.881681,-0.18044236,-9.85372192,-0.00784532,0.024085544,0.002792527,-0.031066861,0.3696,0.3226,-0.0326,2017/08/23/12:34:04.870510,27.91341315,81.5839127,0.235463,738.0718143701912,10,0.000250749309647862,0.0007328774047790155,1.2323258010769718,1.2323258010769718,0.342312722521381,0.342312722521381,0.342312722521381,0.342312722521381,0.0,-1.7800000180195763,-0.018393716615698264,-0.0007997268093781854,278.28843876203655
2017/08/23/12:34:05.097428,-0.292,0.287,-0.009,-0.202,0.302,0.108,2017/08/23/12:34:05.101129,-0.03138128,-9.83018596,0.05491724,0.01012291,0.006632251,-0.072954763,0.3667,0.3254,-0.0307,2017/08/23/12:34:05.114473,27.92455753,81.48049794,0.219448,738.2912623701912,10,0.0002508494208587855,0.0007319484184333453,1.473948330166292,1.473948330166292,0.4094300917128588,0.4094300917128588,0.4094300917128588,0.4094300917128588,0.0,-4.180000015277177,-0.0031989072375127416,0.005598087665647298,276.150681713138
2017/08/23/12:34:05.305537,-0.16,0.232,-0.028,-0.187,0.263,0.118,2017/08/23/12:34:05.304279,0.10983448,-9.75957808,0.0784532,-0.009773844,0.004537856,-0.038746309,0.3628,0.3297,-0.0304,2017/08/23/12:34:05.310438,27.92948765,81.40895421,0.20315,738.4944123701913,10,0.00025089370867768595,0.0007313057331117499,1.0145615013393718,1.0145615013393718,0.2818226392609366,0.2818226392609366,0.2818226392609366,0.2818226392609366,0.0,-2.219999977409757,0.011196175331294597,0.007997268093781856,273.94205350144176
2017/08/23/12:34:05.522587,-0.317,0.326,0.087,-0.188,0.221,0.12,2017/08/23/12:34:05.523785,0.14121576,-9.71250616,0.07060788,-0.027925268,0.001396263,-0.003490659,0.3602,0.3305,-0.0288,2017/08/23/12:34:05.510597,27.93194259,81.34412084,0.219506,738.7139183701913,10,0.0002509157616780453,0.0007307233277039167,1.6369711054261162,1.6369711054261162,0.45471419595169893,0.45471419595169893,0.45471419595169893,0.45471419595169893,0.0,-0.20000002841935643,0.014395082568807338,0.007197541284403669,272.1684903059327
2017/08/23/12:34:05.728614,-0.263,0.102,0.048,-0.194,0.187,0.116,2017/08/23/12:34:05.726806,0.09414384,-9.68112488,0.07060788,-0.044331363,0.001396263,0.028274334,0.3604,0.3294,-0.0252,2017/08/23/12:34:05.710505,27.92902235,81.28580747,0.203021,738.9169393701914,10,0.0002508895288357887,0.0007301994921846927,1.0155127177933323,1.0155127177933323,0.2820868660537034,0.2820868660537034,0.2820868660537034,0.2820868660537034,0.0,1.620000006743247,0.009596721712538227,0.007197541284403669,267.1331142671429
2017/08/23/12:34:05.938324,-0.294,0.174,0.007,-0.19,0.157,0.102,2017/08/23/12:34:05.938211,0.07060788,-9.610517,0.01569064,-0.058643063,0.006981317,0.02268928,0.3635,0.3292,-0.0215,2017/08/23/12:34:05.946424,27.92211301,81.21358366,0.211405,739.1283443701914,10,0.00025082746146245057,0.0007295506976284585,1.229872969050056,1.229872969050056,0.3416313802916822,0.3416313802916822,0.3416313802916822,0.3416313802916822,0.0,1.2999999841905885,0.007197541284403669,0.0015994536187563708,264.5353902800325
2017/08/23/12:34:06.184251,-0.196,0.156,0.067,-0.206,0.144,0.082,2017/08/23/12:34:06.182000,0.10983448,-9.68112488,-0.06276256,-0.072605697,0.012217305,0.015707963,0.3656,0.3291,-0.0174,2017/08/23/12:34:06.178633,27.91208639,81.14702134,0.243789,739.3721333701914,10,0.0002507373912145167,0.0007289527608695652,0.9018125747626278,0.9018125747626278,0.2505034929896188,0.2505034929896188,0.2505034929896188,0.2505034929896188,0.0,0.8999999846476551,0.011196175331294597,-0.006397814475025483,261.4336513420873
2017/08/23/12:34:06.399176,-0.35,0.168,0.055,-0.221,0.146,0.073,2017/08/23/12:34:06.401404,0.0784532,-9.71250616,-0.18828768,-0.077841685,0.016755161,0.048171087,0.3762,0.3326,-0.0173,2017/08/23/12:34:06.394442,27.89754061,81.09795391,0.219404,739.5915373701914,10,0.0002506067248472871,0.0007285119826625944,1.3976348020852942,1.3976348020852942,0.3882318894681373,0.3882318894681373,0.3882318894681373,0.3882318894681373,0.0,2.7599999796575063,0.007997268093781856,-0.019193443425076454,253.48782179969783
2017/08/23/12:34:06.607642,-0.279,0.133,0.072,-0.243,0.166,0.062,2017/08/23/12:34:06.604509,-0.17259704,-9.81449532,-0.34519408,-0.06981317,0.021642083,0.059341195,0.3855,0.333,-0.0203,2017/08/23/12:34:06.626446,27.88199757,81.03165276,0.203105,739.7946423701915,10,0.00025046709998203376,0.0007279163920229967,1.112685400281679,1.112685400281679,0.30907927785602196,0.30907927785602196,0.30907927785602196,0.30907927785602196,0.0,3.4000000247628233,-0.01759398980632008,-0.03518797961264016,256.8063518462985
2017/08/23/12:34:06.816891,-0.371,0.169,0.059,-0.266,0.183,0.041,2017/08/23/12:34:06.815872,-0.01569064,-9.6889702,-0.37657536,-0.052010812,0.015707963,0.061784656,0.3889,0.3275,-0.0107,2017/08/23/12:34:06.822490,27.86646461,80.9736692,0.211363,740.0060053701915,10,0.0002503275656665469,0.0007273955192238591,1.467643662473967,1.467643662473967,0.4076787951316575,0.4076787951316575,0.4076787951316575,0.4076787951316575,0.0,3.540000027467639,-0.0015994536187563708,-0.03838688685015291,255.0034002598956
2017/08/23/12:34:07.026004,-0.305,0.327,0.059,-0.273,0.219,0.011,2017/08/23/12:34:07.027124,-0.29812216,-9.66543424,-0.4314926,-0.031415927,0.015009832,0.021293017,0.3838,0.3191,-0.0001,2017/08/23/12:34:07.018581,27.85047181,80.90985549,0.211252,740.2172573701914,10,0.0002501839005569529,0.0007268222735357528,1.6097837867241678,1.6097837867241678,0.44716216297893546,0.44716216297893546,0.44716216297893546,0.44716216297893546,0.0,1.2200000072003137,-0.03038961875637105,-0.043984974515800204,255.93048984152495
2017/08/23/12:34:07.258714,-0.377,0.408,0.069,-0.284,0.274,-0.021,2017/08/23/12:34:07.254739,-0.18828768,-9.73604212,-0.48640984,-0.005585054,0.0143117,-0.02268928,0.3817,0.3177,0.0086,2017/08/23/12:34:07.262729,27.83728785,80.82610097,0.227615,740.4448723701914,10,0.0002500654675709666,0.0007260698973230327,1.999841313704665,1.999841313704665,0.5555114760290736,0.5555114760290736,0.5555114760290736,0.5555114760290736,0.0,-1.2999999841905885,-0.019193443425076454,-0.0495830621814475,261.0543657331604
2017/08/23/12:34:07.481629,-0.441,0.315,0.069,-0.315,0.335,-0.056,2017/08/23/12:34:07.482205,-0.02353596,-9.7281968,-0.392266,0.017104227,0.0143117,-0.048520153,0.3763,0.3188,0.01,2017/08/23/12:34:07.494446,27.8291464,80.73128609,0.227466,740.6723383701915,10,0.0002499923320158103,0.0007252181646604383,1.9510073705652677,1.9510073705652677,0.5419464918236855,0.5419464918236855,0.5419464918236855,0.5419464918236855,0.0,-2.77999998822902,-0.0023991804281345568,-0.039986340468909275,265.0922331691445
2017/08/23/12:34:07.685210,-0.38,0.351,0.008,-0.337,0.368,-0.079,2017/08/23/12:34:07.685308,0.0,-9.87725788,-0.44718324,0.034906585,0.012915436,-0.045029495,0.3714,0.3212,0.0096,2017/08/23/12:34:07.698456,27.82499263,80.63938008,0.203103,740.8754413701915,10,0.00024995501823571687,0.00072439256270212,1.862285950116147,1.862285950116147,0.5173016528100408,0.5173016528100408,0.5173016528100408,0.5173016528100408,0.0,-2.580000017105443,0.0,-0.04558442813455657,267.41222971791916
2017/08/23/12:34:07.899724,-0.353,0.329,-0.014,-0.367,0.431,-0.097,2017/08/23/12:34:07.896722,0.10983448,-9.73604212,-0.3138128,0.049916417,0.009773844,-0.02443461,0.3729,0.3261,0.0052,2017/08/23/12:34:07.894448,27.822241,80.54021114,0.211414,741.0868553701915,10,0.00024993030003593245,0.0007235017170319799,1.7371632047680494,1.7371632047680494,0.4825453346577915,0.4825453346577915,0.4825453346577915,0.4825453346577915,0.0,-1.4000000270481563,0.011196175331294597,-0.03198907237512742,268.4106279143933
2017/08/23/12:34:08.109069,-0.579,0.539,0.004,-0.391,0.467,-0.111,2017/08/23/12:34:08.108106,0.1176798,-9.80665,-0.2353596,0.057595865,0.006283185,0.005585054,0.3716,0.3266,0.0003,2017/08/23/12:34:08.098468,27.82382788,80.42938075,0.211384,741.2982393701915,10,0.0002499445551563061,0.0007225061152533238,2.847784317675761,2.847784317675761,0.7910511993543781,0.7910511993543781,0.7910511993543781,0.7910511993543781,0.0,0.32000002255265847,0.011995902140672782,-0.023991804281345563,270.8203103331986
2017/08/23/12:34:08.318331,-0.403,0.522,-0.01,-0.416,0.499,-0.109,2017/08/23/12:34:08.319199,0.02353596,-9.86941256,-0.18828768,0.05550147,0.003490659,0.027227136,0.3723,0.3262,-0.003,2017/08/23/12:34:08.334454,27.82689703,80.28998515,0.211093,741.5093323701915,10,0.0002499721256737334,0.000721253909001078,2.374071035163017,2.374071035163017,0.6594641764341714,0.6594641764341714,0.6594641764341714,0.6594641764341714,0.0,1.5599999810287062,0.0023991804281345568,-0.019193443425076454,271.261309067899
2017/08/23/12:34:08.564046,-0.346,0.506,-0.038,-0.398,0.527,-0.091,2017/08/23/12:34:08.563000,0.01569064,-9.9243298,-0.1569064,0.047472956,0.00418879,0.045029495,0.3741,0.3219,-0.0066,2017/08/23/12:34:08.566449,27.83071688,80.13855792,0.243801,741.7531333701914,10,0.0002500064398131513,0.0007198936212720085,2.2067500810014713,2.2067500810014713,0.6129861336115198,0.6129861336115198,0.6129861336115198,0.6129861336115198,0.0,2.580000017105443,0.0015994536187563708,-0.01599453618756371,271.44501671317926
2017/08/23/12:34:08.779859,-0.523,0.576,-0.004,-0.425,0.529,-0.063,2017/08/23/12:34:08.782481,-0.14906108,-9.94002044,-0.0784532,0.034557519,0.003490659,0.029670597,0.3777,0.3193,-0.0063,2017/08/23/12:34:08.774398,27.84290619,80.00800286,0.219481,741.9726143701914,10,0.0002501159377470356,0.0007187208305785125,2.800848585696842,2.800848585696842,0.7780134960269005,0.7780134960269005,0.7780134960269005,0.7780134960269005,0.0,1.6999999837335218,-0.015194809378185525,-0.007997268093781856,275.3339735947267
2017/08/23/12:34:08.989271,-0.54,0.425,-0.025,-0.39,0.534,-0.024,2017/08/23/12:34:08.986477,-0.24320492,-9.86156724,-0.08629852,0.024085544,0.002443461,-0.01012291,0.3794,0.3192,-0.0135,2017/08/23/12:34:08.974466,27.85065943,79.87530025,0.203996,742.1766103701914,10,0.00025018558596837944,0.0007175287482033776,2.4738706514286473,2.4738706514286473,0.6871862920635131,0.6871862920635131,0.6871862920635131,0.6871862920635131,0.0,-0.5800000193907762,-0.02479153109072375,-0.00879699490316004,273.34374354871204
2017/08/23/12:34:09.196012,-0.387,0.505,0.019,-0.381,0.536,0.006,2017/08/23/12:34:09.196956,-0.12552512,-9.90079384,-0.13337044,0.007679449,-0.001745329,-0.005934119,0.3769,0.3194,-0.0146,2017/08/23/12:34:09.210502,27.86383947,79.71960939,0.210479,742.3870893701913,10,0.00025030398374056774,0.0007161301598095581,2.2904432409470443,2.2904432409470443,0.6362342335964012,0.6362342335964012,0.6362342335964012,0.6362342335964012,0.0,-0.33999997382839253,-0.012795628950050967,-0.013595355759429153,274.83884814879474
2017/08/23/12:34:09.404483,-0.484,0.405,0.032,-0.349,0.516,0.036,2017/08/23/12:34:09.408752,-0.20397832,-9.86156724,-0.14906108,-0.006283185,-0.006283185,-0.000349066,0.377,0.319,-0.0137,2017/08/23/12:34:09.406434,27.87833083,79.59124492,0.211796,742.5988853701914,10,0.0002504341612468559,0.00071497704743083,2.2719422879994116,2.2719422879994116,0.6310950799998365,0.6310950799998365,0.6310950799998365,0.6310950799998365,0.0,-0.020000008571513593,-0.02079289704383282,-0.015194809378185525,276.4409818622036
2017/08/23/12:34:09.642735,-0.334,0.443,0.013,-0.316,0.486,0.054,2017/08/23/12:34:09.643975,-0.32950344,-9.8851032,-0.2353596,-0.020245819,-0.010821041,-0.012217305,0.3787,0.3203,-0.0127,2017/08/23/12:34:09.650441,27.89532243,79.44118695,0.235223,742.8341083701914,10,0.0002505867986884657,0.0007136290599173554,1.9972863590381826,1.9972863590381826,0.5548017663994952,0.5548017663994952,0.5548017663994952,0.5548017663994952,0.0,-0.7000000135240781,-0.03358852599388379,-0.023991804281345563,276.46028863794174
2017/08/23/12:34:09.859864,-0.345,0.484,0.053,-0.298,0.456,0.09,2017/08/23/12:34:09.863356,-0.17259704,-9.82234064,-0.26674088,-0.032463124,-0.0143117,-0.036302848,0.3743,0.3211,-0.0114,2017/08/23/12:34:09.846582,27.91194483,79.32820327,0.219381,743.0534893701914,10,0.00025073611956521737,0.0007126141148939993,2.139748059936029,2.139748059936029,0.5943744610933414,0.5943744610933414,0.5943744610933414,0.5943744610933414,0.0,-2.0799999747049416,-0.01759398980632008,-0.027190711518858306,278.36943667333856
2017/08/23/12:34:10.066932,-0.394,0.411,0.041,-0.251,0.424,0.11,2017/08/23/12:34:10.066445,-0.08629852,-9.80665,-0.3530394,-0.045378561,-0.015009832,-0.071558499,0.3701,0.3248,-0.0137,2017/08/23/12:34:10.050595,27.92546312,79.22294223,0.203089,743.2565783701914,10,0.00025085755587495506,0.0007116685432087675,2.0496523412520475,2.0496523412520475,0.5693478725700132,0.5693478725700132,0.5693478725700132,0.5693478725700132,0.0,-4.099999980991122,-0.00879699490316004,-0.035987706422018345,277.3182286711855
2017/08/23/12:34:10.276409,-0.211,0.385,0.089,-0.216,0.382,0.121,2017/08/23/12:34:10.277769,0.09414384,-9.70466084,-0.4314926,-0.056548668,-0.017104227,-0.042236968,0.3649,0.3269,-0.007,2017/08/23/12:34:10.282552,27.94191686,79.10142917,0.211324,743.4679023701914,10,0.00025100536166007905,0.000710576977811714,1.580502502370686,1.580502502370686,0.4390284728807461,0.4390284728807461,0.4390284728807461,0.4390284728807461,0.0,-2.4200000058291136,0.009596721712538227,-0.043984974515800204,277.7113582891438
2017/08/23/12:34:10.490072,-0.136,0.283,0.075,-0.212,0.339,0.124,2017/08/23/12:34:10.489051,0.10198916,-9.6889702,-0.5099458,-0.067718775,-0.0143117,-0.008028515,0.364,0.3301,-0.0028,2017/08/23/12:34:10.478513,27.95706593,79.01733444,0.211282,743.6791843701914,10,0.00025114144744879625,0.0007098215454545455,1.1303369409162916,1.1303369409162916,0.31398248358785874,0.31398248358785874,0.31398248358785874,0.31398248358785874,0.0,-0.46000002525747413,0.01039644852191641,-0.051982242609582056,280.21190510456535
2017/08/23/12:34:10.698506,-0.204,0.362,-0.013,-0.201,0.311,0.121,2017/08/23/12:34:10.700354,0.04707192,-9.68112488,-0.61193496,-0.072605697,-0.010471976,0.010471976,0.3642,0.3291,0.0027,2017/08/23/12:34:10.682470,27.96708742,78.93985055,0.211303,743.8904873701914,10,0.0002512314716133669,0.0007091254990118578,1.495885557119929,1.495885557119929,0.4155237658666469,0.4155237658666469,0.4155237658666469,0.4155237658666469,0.0,0.6000000279622897,0.0047983608562691136,-0.06237869113149847,277.36952126427616
2017/08/23/12:34:10.943949,-0.302,0.29,0.04,-0.193,0.279,0.116,2017/08/23/12:34:10.944318,-0.07060788,-9.65758892,-0.7060788,-0.077841685,-0.008028515,0.066322512,0.3671,0.3267,0.0087,2017/08/23/12:34:10.962444,27.9786371,78.82114265,0.243964,744.1344513701914,10,0.0002513352236794826,0.0007080591326805606,1.5072955383732813,1.5072955383732813,0.41869320510368924,0.41869320510368924,0.41869320510368924,0.41869320510368924,0.0,3.8000000243057563,-0.007197541284403669,-0.07197541284403669,275.55709936538926
2017/08/23/12:34:11.159616,-0.232,0.159,0.087,-0.197,0.265,0.104,2017/08/23/12:34:11.155787,-0.06276256,-9.67327956,-0.80022264,-0.078888882,-0.005934119,0.072605697,0.3694,0.3206,0.0157,2017/08/23/12:34:11.162495,27.98523204,78.75623619,0.211469,744.3459203701914,10,0.0002513944667624865,0.0007074760706970894,1.0125219997609929,1.0125219997609929,0.28125611104472026,0.28125611104472026,0.28125611104472026,0.28125611104472026,0.0,4.160000006705663,-0.006397814475025483,-0.08157213455657492,275.8017319164547
2017/08/23/12:34:11.368387,-0.328,0.395,0.027,-0.228,0.255,0.089,2017/08/23/12:34:11.366766,-0.29027684,-9.69681552,-0.91790244,-0.076096355,-0.003839724,0.069115038,0.3741,0.3157,0.02,2017/08/23/12:34:11.358537,27.98970966,78.69046794,0.210979,744.5568993701913,10,0.00025143468972332016,0.0007068852671577435,1.8483432148819117,1.8483432148819117,0.513428670800531,0.513428670800531,0.513428670800531,0.513428670800531,0.0,3.9599999782863065,-0.02958989194699286,-0.0935680366972477,273.89478887011165
2017/08/23/12:34:11.579591,-0.319,0.227,0.068,-0.244,0.262,0.077,2017/08/23/12:34:11.578022,-0.40795664,-9.62620764,-1.0591182,-0.069464104,-0.002792527,0.040491639,0.38,0.3124,0.0251,2017/08/23/12:34:11.562434,27.98770779,78.62250532,0.211256,744.7681553701914,10,0.00025141670670140136,0.0007062747513474668,1.40948160683281,1.40948160683281,0.39152266856466944,0.39152266856466944,0.39152266856466944,0.39152266856466944,0.0,2.3200000202673254,-0.04158579408766564,-0.10796311926605504,268.3128144910808
2017/08/23/12:34:11.788327,-0.286,0.304,0.043,-0.273,0.277,0.059,2017/08/23/12:34:11.789163,-0.41580196,-9.58698104,-1.15326204,-0.058992129,-0.005585054,0.004886922,0.3819,0.311,0.0282,2017/08/23/12:34:11.794441,27.98508908,78.53200037,0.211141,744.9792963701914,10,0.0002513931825368308,0.0007054617352676968,1.5025935977502367,1.5025935977502367,0.4173871104861768,0.4173871104861768,0.4173871104861768,0.4173871104861768,0.0,0.2800000054096313,-0.04238552089704383,-0.11755984097859326,268.34264114560244
2017/08/23/12:34:12.021498,-0.402,0.25,0.013,-0.286,0.293,0.034,2017/08/23/12:34:12.025261,-0.36873004,-9.58698104,-1.27878716,-0.049218285,-0.003839724,-0.043982297,0.3818,0.3111,0.0329,2017/08/23/12:34:12.030420,27.97851165,78.43508681,0.236098,745.2153943701913,10,0.00025133409674811357,0.0007045911499281351,1.7042264638245705,1.7042264638245705,0.4733962399512696,0.4733962399512696,0.4733962399512696,0.4733962399512696,0.0,-2.5199999913909017,-0.03758716004077472,-0.13035546992864425,266.11734474599257
2017/08/23/12:34:12.245186,-0.41,0.413,-0.02,-0.311,0.322,0.014,2017/08/23/12:34:12.244380,-0.22751428,-9.610517,-1.372931,-0.034557519,-0.003141593,-0.070162236,0.3782,0.3155,0.035,2017/08/23/12:34:12.234466,27.96992539,78.35387174,0.219119,745.4345133701913,10,0.0002512569654150198,0.0007038615858785483,2.0950298900015722,2.0950298900015722,0.5819527472226589,0.5819527472226589,0.5819527472226589,0.5819527472226589,0.0,-4.020000004000847,-0.02319207747196738,-0.13995219164118244,263.96496551158145
2017/08/23/12:34:12.461281,-0.434,0.266,0.037,-0.327,0.362,0.002,2017/08/23/12:34:12.463813,-0.02353596,-9.66543424,-1.43569356,-0.020943951,-0.002094395,-0.068416907,0.3741,0.3203,0.0356,2017/08/23/12:34:12.478459,27.96113959,78.24630413,0.219433,745.6539463701913,10,0.0002511780415918074,0.0007028952940172475,1.8325096234399425,1.8325096234399425,0.5090304509555396,0.5090304509555396,0.5090304509555396,0.5090304509555396,0.0,-3.9200000184390587,-0.0023991804281345568,-0.14635000611620794,265.3306173970771
2017/08/23/12:34:12.666156,-0.348,0.31,0.06,-0.353,0.38,-0.008,2017/08/23/12:34:12.667011,0.20397832,-9.75173276,-1.48276548,-0.008726646,-0.000698132,-0.031764992,0.369,0.323,0.0363,2017/08/23/12:34:12.674631,27.95520352,78.14960235,0.203198,745.8571443701913,10,0.0002511247172116421,0.0007020266111210923,1.6777853974808579,1.6777853974808579,0.46605149930023826,0.46605149930023826,0.46605149930023826,0.46605149930023826,0.0,-1.8199999778668239,0.02079289704383282,-0.15114836697247708,266.4872877946458
2017/08/23/12:34:12.877266,-0.43,0.356,0.063,-0.365,0.407,-0.006,2017/08/23/12:34:12.878232,0.0392266,-9.73604212,-1.5298374,-0.003490659,-0.001047198,0.023387412,0.3685,0.323,0.0368,2017/08/23/12:34:12.866454,27.94844638,78.04679963,0.211221,746.0683653701914,10,0.0002510640170679123,0.0007011031227991376,2.009677227815452,2.009677227815452,0.5582436743931811,0.5582436743931811,0.5582436743931811,0.5582436743931811,0.0,1.3400000013336157,0.003998634046890928,-0.15594672782874616,266.239403995056
2017/08/23/12:34:13.086720,-0.364,0.493,0.027,-0.388,0.415,-0.003,2017/08/23/12:34:13.089410,0.03138128,-9.66543424,-1.60044528,0.000349066,-0.000349066,0.049218285,0.3699,0.3199,0.0368,2017/08/23/12:34:13.070539,27.94477277,77.93946976,0.211178,746.2795433701914,10,0.00025103101661875675,0.0007001389665828242,2.206142153171459,2.206142153171459,0.6128172647698497,0.6128172647698497,0.6128172647698497,0.6128172647698497,0.0,2.820000005372047,0.0031989072375127416,-0.16314426911314983,268.03968631980626
2017/08/23/12:34:13.332981,-0.452,0.478,0.028,-0.362,0.428,-0.004,2017/08/23/12:34:13.333388,-0.14121576,-9.72035148,-1.61613592,-0.001047198,0.0,0.031066861,0.3736,0.3166,0.0392,2017/08/23/12:34:13.346602,27.93922193,77.7814922,0.243978,746.5235213701914,10,0.00025098115280273086,0.0006987198365073662,2.3683184920951827,2.3683184920951827,0.6578662478042174,0.6578662478042174,0.6578662478042174,0.6578662478042174,0.0,1.7800000180195763,-0.014395082568807338,-0.1647437227319062,267.9876324360381
2017/08/23/12:34:13.536698,-0.396,0.481,0.051,-0.376,0.428,0.014,2017/08/23/12:34:13.536581,-0.24320492,-9.7281968,-1.63182656,-0.003839724,-0.005235988,0.040491639,0.3764,0.315,0.0395,2017/08/23/12:34:13.550570,27.93987587,77.67155417,0.203193,746.7267143701914,10,0.00025098702721882863,0.0006977322508983111,2.2429386795006234,2.2429386795006234,0.6230385220835065,0.6230385220835065,0.6230385220835065,0.6230385220835065,0.0,2.3200000202673254,-0.02479153109072375,-0.16634317635066256,270.34080618116616
2017/08/23/12:34:13.747909,-0.417,0.429,0.075,-0.363,0.423,0.028,2017/08/23/12:34:13.747838,-0.32165812,-9.71250616,-1.67105316,-0.004886922,-0.003490659,0.015358897,0.3773,0.312,0.0398,2017/08/23/12:34:13.746515,27.93807821,77.5584241,0.211257,746.9379713701915,10,0.00025097087863816027,0.000696715990837226,2.1537810473676284,2.1537810473676284,0.5982725131576746,0.5982725131576746,0.5982725131576746,0.5982725131576746,0.0,0.8799999760761416,-0.032788799184505606,-0.1703418103975535,269.0896349367232
